#,ML #,Change,PType,St,HOA Type,Year Built,HOA Fee Frequency,Lot Size,HOA Fee,Property Type,Close Date,Original List Price,Close Price,List Price,Original Mortgage Date,Withdrawn Date,Listing Contract Date,Days On Market,Subdivision Name,SqFt,Beds Total,Bath Total,GAR/CP/TCP,Acres,Pool YN,Address,City,Latitude,Longitude,Current Price
2501,20179276,,RESI,Active,None,1996,,5 to < 10 Acres,,Residential,,"$495,000 ",,"$495,000 ",,,10/5/2022,8,,"1,816",3,2,2/1/2003,6,No,223 Fox  Road ,Weatherford,32.778668,-97.909119,"$495,000 "
2501,20179354,,RESI,Active,Mandatory,2017,Quarterly,Less Than .5 Acre (not Zero),$195 ,Residential,,"$495,000 ",,"$495,000 ",,,10/8/2022,11,Arrow Brooke Ph 1b,"2,435",4,3,2/0/2,0.14,Yes,1709 Ranch Trail  Road ,Aubrey,33.243029,-96.898604,"$495,000 "
2501,20179361,$,RESI,Active,None,1940,,.5 to < 1 Acre,,Residential,,"$525,000 ",,"$495,000 ",,,10/5/2022,13,Forest Acres 3rd Filing,"2,508",4,2,2/0/2,0.551,No,5109 Black Oak  Lane ,River Oaks,32.772982,-97.397916,"$495,000 "
2501,20181123,$,RESI,Active,None,1993,,Less Than .5 Acre (not Zero),,Residential,,"$515,000 ",,"$495,000 ",,,9/30/2022,19,Las Brisas Hills,"2,692",3,3,2/0/2,0.34,No,4232 Las Brisas  Court ,Irving,32.863059,-96.979763,"$495,000 "
2501,20181151,,RESI,Active,None,1986,,5 to < 10 Acres,,Residential,,"$495,000 ",,"$495,000 ",,,10/7/2022,12,"A0508 SUR 5 BURR & CASWELL, ACRES 7.747","2,107",3,2,2/0/2,7.747,No,3134 County Road 360 ,Merkel,32.33874,-100.002477,"$495,000 "
2501,20182418,,RESI,Active,None,1985,,Less Than .5 Acre (not Zero),,Residential,,"$495,000 ",,"$495,000 ",,,10/9/2022,10,Oakridge 07,"2,208",3,3,2/0/2,0.306,No,2202 Fulton  Drive ,Garland,32.934495,-96.665808,"$495,000 "
2501,20182651,,RESI,Active,None,1997,,5 to < 10 Acres,,Residential,,"$495,000 ",,"$495,000 ",,,10/10/2022,9,none,"1,833",3,2,2/0/2,5.32,No,3694 Fm 857 ,Grand Saline,32.633878,-95.663657,"$495,000 "
2501,20183076,,RESI,Active,Mandatory,1991,Monthly,Less Than .5 Acre (not Zero),$200 ,Residential,,"$495,000 ",,"$495,000 ",,,10/10/2022,9,Pecan Plantation,"1,984",3,2,2/0/2,0.25,Yes,7802 Ravenswood  Road ,Granbury,32.371622,-97.642733,"$495,000 "
2501,20183618,N,RESI,Active,Mandatory,1997,Annually,Less Than .5 Acre (not Zero),$228 ,Residential,,"$495,000 ",,"$495,000 ",,,10/15/2022,4,Harbor Pointe Estates,"3,576",4,4,3/0/3,0.232,No,1809 Greenhill  Drive ,Rowlett,32.89274,-96.585413,"$495,000 "
2501,20183730,,RESI,Active,Mandatory,2021,Monthly,Condo/Townhome Lot,$225 ,Residential,,"$495,000 ",,"$495,000 ",,,10/12/2022,7,Wynwood Villas Townhomes,"2,156",3,4,2/0/2,0,No,3349 Norris  Street ,Plano,33.003187,-96.669801,"$495,000 "
2501,20184094,N,RESI,Active,Mandatory,2021,Monthly,Less Than .5 Acre (not Zero),$285 ,Residential,,"$495,000 ",,"$495,000 ",,,10/17/2022,2,Robson Ranch Unit 2-5,"1,546",2,2,2/0/2,0.11,No,9625 Windwood  Lane ,Denton,33.134619,-97.230498,"$495,000 "
2501,20184475,N,RESI,Active,None,2017,,1 to < 3 Acres,,Residential,,"$495,000 ",,"$495,000 ",,,10/12/2022,5,Meghann Meadows Ph 1,"2,363",4,2,2/0/4,1.15,No,8460 County Road 592 ,Nevada,33.034129,-96.355532,"$495,000 "
2501,20184683,,RESI,Active,None,1996,,Less Than .5 Acre (not Zero),,Residential,,"$495,000 ",,"$495,000 ",,,10/12/2022,7,RIDGEWOOD ESTATES,"2,142",4,2,2/0/2,0.288,No,2111 Winding Creek  Drive ,Keller,32.895141,-97.226193,"$495,000 "
2501,20186831,N,RESI,Active,Mandatory,2022,Annually,1 to < 3 Acres,$150 ,Residential,,"$495,000 ",,"$495,000 ",,,10/14/2022,5,CHEROKE TRACE,"2,440",4,3,2/0/2,1.022,No,189 County Road 2160D ,Tatum,32.306136,-94.524453,"$495,000 "
2501,20188838,N,RESI,Active,None,1967,,Less Than .5 Acre (not Zero),,Residential,,"$495,000 ",,"$495,000 ",,,10/18/2022,1,Wooded Acres,"3,627",4,3,2/0/2,0.293,No,2641 Woodmont  Circle ,Waco,31.548423,-97.204839,"$495,000 "
2501,20189388,N,RESI,Active,None,1981,,10 to < 50 Acres,,Residential,,"$495,000 ",,"$495,000 ",,,10/18/2022,1,NO,"2,348",3,2,2/0/2,12.43,No,1730  E State Highway 6 ,Dublin,32.08309,-98.321637,"$495,000 "
2501,20178819,$,RESI,Active,None,1998,,1 to < 3 Acres,,Residential,,"$500,000 ",,"$495,500 ",,,10/5/2022,14,Buena Vista,"2,055",4,3,0/2/2,2,Yes,9455 County Road 2470 ,Royse City,32.883021,-96.293718,"$495,500 "
2501,20185672,N,RESI,Active,Mandatory,2022,Annually,Less Than .5 Acre (not Zero),$966 ,Residential,,"$496,386 ",,"$496,386 ",,,10/13/2022,6,Morning Ridge Ph 1,"2,716",4,4,2/0/2,0.138,No,113 Michael  Drive ,Princeton,33.146228,-96.502802,"$496,386 "
2501,20186854,$,RESI,Active,Mandatory,2022,Annually,Less Than .5 Acre (not Zero),$800 ,Residential,,"$526,695 ",,"$496,695 ",,,10/14/2022,5,Merritt Village,"2,175",3,3,2/0/2,0.126,No,8628 Eldon Mews  Lane ,Rowlett,32.935822,-96.571593,"$496,695 "
2501,20185526,N,RESI,Active,Mandatory,2018,Quarterly,Less Than .5 Acre (not Zero),$180 ,Residential,,"$497,000 ",,"$497,000 ",,,10/14/2022,1,Gateway Parks Add Ph 1b,"2,786",4,3,2/2/2002,0.165,No,1329 Lawnview  Drive ,Forney,32.723504,-96.416856,"$497,000 "
2501,20181864,,RESI,Active,Mandatory,2014,Semi-Annual,Less Than .5 Acre (not Zero),$205 ,Residential,,"$497,500 ",,"$497,500 ",,,10/7/2022,12,Cross Oak Ranch Ph 3 Tr,"2,755",4,3,2/0/2,0.165,No,8320 Spitfire  Trail ,Aubrey,33.197719,-96.987293,"$497,500 "
2501,20189095,N,RESI,Active,Mandatory,2023,Annually,Less Than .5 Acre (not Zero),$966 ,Residential,,"$498,771 ",,"$498,771 ",,,10/18/2022,1,Morning Ridge Ph 1,"2,716",4,4,2/0/2,0.129,No,214 Nathan  Drive ,Princeton,33.145537,-96.503904,"$498,771 "
2501,20177153,$,RESI,Active,Mandatory,2006,Annually,Less Than .5 Acre (not Zero),$505 ,Residential,,"$499,999 ",,"$498,777 ",,,10/3/2022,16,Southwind Add,"3,656",5,3,2/0/2,0.193,No,9303 Marble Falls  Drive ,Arlington,32.595748,-97.081767,"$498,777 "
2501,20188610,N,RESI,Active,None,2022,,Less Than .5 Acre (not Zero),,Residential,,"$498,925 ",,"$498,925 ",,,10/18/2022,1,Aero Vista,"2,499",4,3,2/0/2,0.234,No,201 Beechcraft  Court ,Caddo Mills,33.037242,-96.251025,"$498,925 "
2501,20176416,,RESI,Active,Mandatory,2000,Annually,3 to < 5 Acres,$75 ,Residential,,"$499,000 ",,"$499,000 ",,,10/5/2022,14,Hideaway Estates Ph 1 & 2,"2,485",4,3,2/0/2,3,No,1786 Hideaway  Lane ,Quinlan,32.958914,-96.049348,"$499,000 "
2501,20177920,,RESI,Active,Mandatory,1986,Annually,Less Than .5 Acre (not Zero),$175 ,Residential,,"$499,000 ",,"$499,000 ",,,10/4/2022,14,Sky Harbour Sec 6,"1,888",3,2,2/2/2002,0.1,No,417 Sky Harbour  Court ,Granbury,32.488115,-97.776339,"$499,000 "
2501,20179022,$,RESI,Active,None,2019,,1 to < 3 Acres,,Residential,,"$529,000 ",,"$499,000 ",,,10/6/2022,13,Hackberry Creek Estates,"2,002",4,2,2/0/2,2,No,191 County Road 4221 ,Decatur,33.195974,-97.536154,"$499,000 "
2501,20179216,,RESI,Active,Mandatory,2022,Annually,Less Than .5 Acre (not Zero),$825 ,Residential,,"$529,812 ",,"$499,000 ",,,10/5/2022,14,Parkside North,"2,243",4,2,3/0/3,0.2,No,3026 Kenna  Court ,Midlothian,32.500708,-96.957356,"$499,000 "
2501,20179249,,RESI,Active,Mandatory,2022,Annually,Less Than .5 Acre (not Zero),$825 ,Residential,,"$525,088 ",,"$499,000 ",,,10/5/2022,14,Parkside North,"2,255",3,3,2/0/2,0.239,No,1738 Summer  Lane ,Midlothian,32.502521,-96.956256,"$499,000 "
2501,20179447,,RESI,Active,None,2001,,Less Than .5 Acre (not Zero),,Residential,,"$499,000 ",,"$499,000 ",,,10/10/2022,9,Bois D Arc Creek Estates,"2,479",4,3,3/0/3,0.494,Yes,502 Emma  Street ,Grandview,32.264581,-97.17367,"$499,000 "
2501,20179492,,RESI,Active,None,2004,,10 to < 50 Acres,,Residential,,"$499,000 ",,"$499,000 ",,,10/6/2022,13,none,"1,980",3,2,/2/2,19.81,No,700 County Road 408 ,Comanche,31.943912,-98.546976,"$499,000 "
2501,20179511,$,RESI,Active,Mandatory,2018,Semi-Annual,Less Than .5 Acre (not Zero),$375 ,Residential,,"$535,000 ",,"$499,000 ",,,10/5/2022,14,Live Oak Creek,"3,283",4,4,2/0/2,0.18,Yes,11900 Carlin  Drive ,Fort Worth,32.773516,-97.529969,"$499,000 "
2501,20179630,,RESI,Active,None,1984,,10 to < 50 Acres,,Residential,,"$499,000 ",,"$499,000 ",,,10/5/2022,14,SEE SURVEY,"3,119",3,3,2/2/2004,19.067,No,873 County Road 4620 ,Winnsboro,32.916629,-95.277466,"$499,000 "
2501,20180268,,RESI,Active,Mandatory,2019,Monthly,Less Than .5 Acre (not Zero),$159 ,Residential,,"$499,000 ",,"$499,000 ",,,10/6/2022,13,Seale Willomet Add,"1,704",3,3,1/1/2002,0.065,No,1209 Crownview  Lane ,Dallas,32.771512,-96.840426,"$499,000 "
2501,20180334,,RESI,Active,Mandatory,2021,Annually,1 to < 3 Acres,$500 ,Residential,,"$499,000 ",,"$499,000 ",,,10/6/2022,13,Fairview Meadows Ph1,"2,448",4,3,3/0/3,1.491,No,102 Mossy Creek  Trail ,Rhome,33.075246,-97.463706,"$499,000 "
2501,20181823,,RESI,Active,Mandatory,1995,Semi-Annual,.5 to < 1 Acre,"$1,118 ",Residential,,"$499,000 ",,"$499,000 ",,,10/11/2022,7,White Bluff #25,"3,539",5,4,2/0/2,0.913,No,25024 Forrest  Drive ,Whitney,32.028286,-97.377232,"$499,000 "
2501,20181877,$,RESI,Active,None,1973,,Less Than .5 Acre (not Zero),,Residential,,"$515,000 ",,"$499,000 ",,,10/7/2022,12,Cloisters 2,"2,371",4,2,2/0/2,0.22,No,2501 Brennan  Drive ,Plano,33.02443,-96.741285,"$499,000 "
2501,20182570,,RESI,Active,None,1993,,Less Than .5 Acre (not Zero),,Residential,,"$499,000 ",,"$499,000 ",,,10/10/2022,7,Preston Oaks Add Ph I,"1,552",3,2,2/0/2,0.14,No,10909 Huntington  Road ,Frisco,33.148322,-96.784527,"$499,000 "
2501,20184399,N,RESI,Active,None,1911,,Less Than .5 Acre (not Zero),,Residential,,"$499,000 ",,"$499,000 ",,,10/12/2022,6,Clark Add,"2,320",4,2,0/2/2,0.241,No,201  S Clark  Street ,Rockwall,32.930117,-96.454154,"$499,000 "
2501,20187056,N,RESI,Active,Mandatory,2018,Monthly,Less Than .5 Acre (not Zero),$92 ,Residential,,"$499,000 ",,"$499,000 ",,,10/15/2022,4,Harvest Meadows Phas,"2,511",4,3,2/0/2,0.132,No,904 Falcon  Road ,Argyle,33.112585,-97.238238,"$499,000 "
2501,20187284,N,RESI,Active,None,1987,,10 to < 50 Acres,,Residential,,"$499,000 ",,"$499,000 ",,,10/17/2022,2,none,"1,558",3,2,2/0/2,10,No,4906 County Road 2244 ,Greenville,33.005251,-96.120524,"$499,000 "
2501,20187696,N,RESI,Active,Mandatory,2022,Semi-Annual,Less Than .5 Acre (not Zero),$450 ,Residential,,"$499,000 ",,"$499,000 ",,,10/19/2022,0,Tuscan Village,"2,806",4,3,2/0/2,0.16,No,172 Valley View ,Glen Rose,32.255803,-97.749831,"$499,000 "
2501,20188460,N,RESI,Active,None,1950,,1 to < 3 Acres,,Residential,,"$499,000 ",,"$499,000 ",,,10/17/2022,2,Mann James M Surv,"1,350",3,2,2/0/2,1.653,No,3915 Forest Hill  Circle ,Forest Hill,32.660466,-97.265151,"$499,000 "
2501,20176723,,RESI,Active,None,2022,,1 to < 3 Acres,,Residential,,"$499,500 ",,"$499,500 ",,,10/1/2022,18,Cornerstone Pointe Ph II,"2,025",3,2,3/0/3,1.003,No,6909 Scarlett  Way ,Godley,32.47879,-97.503939,"$499,500 "
2501,20178726,,RESI,Active,Mandatory,2021,Annually,.5 to < 1 Acre,$500 ,Residential,,"$499,500 ",,"$499,500 ",,,10/4/2022,15,Garden Valley Add,"2,395",4,3,2/0/2,0.581,No,14487 Garden Valley  Drive ,Lindale,32.479033,-95.541315,"$499,500 "
2501,20185597,$,RESI,Active,Mandatory,2015,Annually,1 to < 3 Acres,$200 ,Residential,,"$525,000 ",,"$499,500 ",,,10/14/2022,5,Highland Hills Ph1,"2,041",3,2,2/0/2,1.033,Yes,205 Heather  Lane ,Decatur,33.250658,-97.424039,"$499,500 "
2501,20187550,N,RESI,Active,Mandatory,2016,Annually,Less Than .5 Acre (not Zero),$125 ,Residential,,"$499,720 ",,"$499,720 ",,,10/16/2022,3,Oaks Of Windcrest #2,"1,691",3,2,2/0/2,0.172,No,720 Darlington  Drive ,Fredericksburg,30.261051,-98.891471,"$499,720 "
2501,20181356,,RESI,Active,Mandatory,2022,Monthly,Less Than .5 Acre (not Zero),$90 ,Residential,,"$499,888 ",,"$499,888 ",,,10/9/2022,8,Highland Park Bay,"2,305",3,2,2/0/2,0.167,No,1450 Highland Park  Circle ,Granbury,32.421512,-97.777099,"$499,888 "
2501,20176448,,RESI,Active,None,1992,,Less Than .5 Acre (not Zero),,Residential,,"$499,900 ",,"$499,900 ",,,10/3/2022,16,Shorewood Estates,"3,265",4,4,2/0/2,0.115,Yes,4112 Kingsferry  Drive ,Arlington,32.68316,-97.21156,"$499,900 "
2501,20176798,,RESI,Active,Mandatory,2003,Annually,Less Than .5 Acre (not Zero),$360 ,Residential,,"$499,900 ",,"$499,900 ",,,10/1/2022,18,ELDORADO ESTATES WEST PH1,"2,639",4,3,2/0/2,0.297,No,2629 Elk Horn  Trail ,Little Elm,33.177866,-96.891323,"$499,900 "
2501,20179220,,RESI,Active,Mandatory,2000,Annually,Less Than .5 Acre (not Zero),$300 ,Residential,,"$499,900 ",,"$499,900 ",,,10/7/2022,12,Fannin Farm Add,"3,114",5,4,2/0/2,0.165,Yes,2007 Gerald  Lane ,Arlington,32.63788,-97.140076,"$499,900 "
2501,20179223,,RESI,Active,Mandatory,2022,Annually,Less Than .5 Acre (not Zero),$735 ,Residential,,"$520,000 ",,"$499,900 ",,,10/5/2022,13,M3 RANCH PH 1A & 1B,"2,270",4,3,2/0/2,0.207,No,1403 Misty Pasture  Way ,Mansfield,32.543509,-97.127433,"$499,900 "
2501,20179585,,RESI,Active,Mandatory,2022,Annually,Less Than .5 Acre (not Zero),$600 ,Residential,,"$499,900 ",,"$499,900 ",,,10/6/2022,12,Clements Ranch,"2,492",4,3,2/0/0,0.112,No,2326 Neff  Lane ,Forney,32.79907,-96.483422,"$499,900 "
2501,20179801,,RESI,Active,Mandatory,2018,Annually,Less Than .5 Acre (not Zero),$495 ,Residential,,"$539,900 ",,"$499,900 ",,,10/6/2022,13,Plantation Ph 3c,"2,778",4,3,3/0/3,0.179,No,1165 Crossvine  Drive ,Burleson,32.521028,-97.28981,"$499,900 "
2501,20180135,B,RESI,Active,Voluntary,1992,,Less Than .5 Acre (not Zero),,Residential,,"$499,900 ",,"$499,900 ",,,10/6/2022,12,Villages Of Russell Creek Ph 1,"2,500",3,3,2/0/2,0.17,No,8920 Clear Sky  Drive ,Plano,33.100181,-96.742474,"$499,900 "
2501,20181612,,RESI,Active,None,1959,,5 to < 10 Acres,,Residential,,"$499,900 ",,"$499,900 ",,,10/12/2022,7,"MCDONALD, JAMES SURVEY Abstract 997 Tract 3B01","2,549",3,2,3/0/3,5.65,No,1981  N Main  Street ,Mansfield,32.593418,-97.166688,"$499,900 "
2501,20181618,,RESI,Active,Voluntary,1981,Annually,Less Than .5 Acre (not Zero),$95 ,Residential,,"$499,900 ",,"$499,900 ",,,10/10/2022,9,Regency Park 1,"2,154",3,2,2/0/2,0.18,No,4131 Seabury  Drive ,Dallas,33.000788,-96.838893,"$499,900 "
3001,20181777,,RESI,Active,Mandatory,2022,Monthly,Less Than .5 Acre (not Zero),$199 ,Residential,,"$499,900 ",,"$499,900 ",,,10/7/2022,12,Pecan Plantation,"2,208",3,2,2/0/2,0.31,No,8918 Monticello  Drive ,Granbury,32.37201,-97.652789,"$499,900 "
3001,20182046,,RESI,Active,None,1964,,Less Than .5 Acre (not Zero),,Residential,,"$499,900 ",,"$499,900 ",,,10/8/2022,11,Chapel Downs Sec 04,"2,221",4,3,2/0/2,0.248,No,10058 Pensive  Drive ,Dallas,32.882447,-96.874438,"$499,900 "
3001,20182981,,RESI,Active,None,2007,,1 to < 3 Acres,,Residential,,"$499,900 ",,"$499,900 ",,,10/10/2022,9,NONE,"4,089",4,2,0/3/3,2,No,2947 Fm 1569 ,Greenville,33.177552,-96.18184,"$499,900 "
3001,20182984,,RESI,Active,None,2021,,10 to < 50 Acres,,Residential,,"$499,900 ",,"$499,900 ",,,10/10/2022,9,NONE,"1,595",2,2,0/0/0,18.76,No,12254 Highway 199  W ,Poolville,33.045766,-97.89522,"$499,900 "
3001,20183120,$,RESI,Active,Mandatory,2020,Quarterly,Less Than .5 Acre (not Zero),$430 ,Residential,,"$509,900 ",,"$499,900 ",,,10/11/2022,8,Hometown Canal District Ph 5a,"1,945",3,2,2/0/2,0.114,No,8863 Mandalay ,North Richland Hills,32.8587,-97.195318,"$499,900 "
3001,20183391,,RESI,Active,None,1991,,1 to < 3 Acres,,Residential,,"$499,900 ",,"$499,900 ",,,10/11/2022,8,El Chico Rev,"2,233",3,3,2/1/2003,1.312,No,313 Surrey  Lane ,Willow Park,32.742863,-97.628627,"$499,900 "
3001,20184605,,RESI,Active,None,2022,,1 to < 3 Acres,,Residential,,"$499,900 ",,"$499,900 ",,,10/12/2022,7,Bulldog Crossing,"2,375",5,2,2/0/2,1.036,No,1012 Churchill  Lane ,Millsap,32.768694,-98.019462,"$499,900 "
3001,20184862,,RESI,Active,None,2020,,.5 to < 1 Acre,,Residential,,"$499,900 ",,"$499,900 ",,,10/12/2022,7,Satellite City U2,"2,217",4,3,2/0/2,0.57,No,361 Private Road 4219 ,Decatur,33.185189,-97.501345,"$499,900 "
3001,20184993,,RESI,Active,Mandatory,2022,Annually,Less Than .5 Acre (not Zero),$400 ,Residential,,"$499,900 ",,"$499,900 ",,,10/12/2022,7,Lakes of River Trails,"1,782",3,2,2/0/2,0.12,No,9313 Loggerhead  Way ,Fort Worth,32.793381,-97.173959,"$499,900 "
3001,20185230,N,RESI,Active,None,9999,,1 to < 3 Acres,,Residential,,"$499,900 ",,"$499,900 ",,,10/14/2022,5,P Meeks A-640,"2,812",4,2,0/2/2,2.6,No,915 Hcr 1227 ,Blum,32.01533,-97.298483,"$499,900 "
3001,20185454,$,RESI,Active,Mandatory,2022,Annually,Less Than .5 Acre (not Zero),$975 ,Residential,,"$509,400 ",,"$499,900 ",,,10/13/2022,6,Wilson Creek,"2,185",4,3,2/0/2,0.15,No,2612 Clearspring  Drive ,Celina,33.28897,-96.751234,"$499,900 "
3001,20185712,N,RESI,Active,Mandatory,2022,Monthly,Less Than .5 Acre (not Zero),$31 ,Residential,,"$499,900 ",,"$499,900 ",,,10/18/2022,1,Justin Crossing,"2,779",5,3,2/0/2,0.18,No,1364 Silverthorn  Trail ,Justin,33.067387,-97.302247,"$499,900 "
3001,20186323,N,RESI,Active,Mandatory,1999,Annually,Less Than .5 Acre (not Zero),$300 ,Residential,,"$499,900 ",,"$499,900 ",,,10/14/2022,5,Castleridge At Westchester Ph 01,"3,288",5,5,2/0/2,0.223,No,502 Moorgate  Court ,Grand Prairie,32.660499,-97.002523,"$499,900 "
3001,20187786,N,RESI,Active,None,2022,,Less Than .5 Acre (not Zero),,Residential,,"$499,900 ",,"$499,900 ",,,10/17/2022,2,Golf Country Estates II,"2,484",4,3,2/0/3,0.24,No,182 Crenshaw  Court ,Stephenville,32.237736,-98.242133,"$499,900 "
3001,20188042,N,RESI,Active,None,2005,,5 to < 10 Acres,,Residential,,"$499,900 ",,"$499,900 ",,,10/11/2022,8,BRAUN J F,"2,243",4,3,0/0/0,6.327,No,1202  W White  Street ,Brady,31.14211,-99.3449,"$499,900 "
3001,20188369,N,RESI,Active,None,2022,,1 to < 3 Acres,,Residential,,"$499,900 ",,"$499,900 ",,,10/18/2022,1,Shadle Villas,"2,269",4,3,2/0/2,2,No,140 Greyhound  Lane ,Poolville,32.93117,-97.842247,"$499,900 "
3001,20188639,N,RESI,Active,Mandatory,2017,Semi-Annual,Less Than .5 Acre (not Zero),$185 ,Residential,,"$499,900 ",,"$499,900 ",,,10/18/2022,1,Paloma Creek South P,"2,750",4,3,2/0/0,0.138,No,1816 Spoonbill  Drive ,Little Elm,33.206038,-96.93316,"$499,900 "
3001,20188919,N,RESI,Active,Mandatory,2020,Annually,Less Than .5 Acre (not Zero),$625 ,Residential,,"$499,900 ",,"$499,900 ",,,10/18/2022,1,Wellington,"2,512",4,3,2/0/2,0.16,No,1621 Stowers  Trail ,Fort Worth,32.94724,-97.395227,"$499,900 "
3001,20189393,N,RESI,Active,Mandatory,2019,Quarterly,Less Than .5 Acre (not Zero),$250 ,Residential,,"$499,900 ",,"$499,900 ",,,10/15/2022,4,Braddock Place Phase IV,"2,473",4,3,2/0/0,0.21,No,1900 Edward  Drive ,Wylie,32.983888,-96.526772,"$499,900 "
3001,20178753,,RESI,Active,Mandatory,2022,Annually,Less Than .5 Acre (not Zero),$375 ,Residential,,"$499,990 ",,"$499,990 ",,,10/4/2022,15,The Grove,"2,498",4,3,2/0/2,0.209,No,4038 Grove Valley  Road ,Midlothian,32.477724,-96.944545,"$499,990 "
3001,20178713,,RESI,Active,None,1995,,Less Than .5 Acre (not Zero),,Residential,,"$499,995 ",,"$499,995 ",,,10/6/2022,13,Point Temptation,"1,291",3,3,2/0/2,0.19,No,2017 Hardy ,Tool,32.266674,-96.154015,"$499,995 "
3001,20177569,$,RESI,Active,Mandatory,2017,Quarterly,Less Than .5 Acre (not Zero),$93 ,Residential,,"$514,999 ",,"$499,999 ",,,10/3/2022,16,Southpointe Ph 1a Sec 1,"2,431",4,3,2/0/2,0.132,No,3011 Newsom Ridge  Drive ,Mansfield,32.547866,-97.092188,"$499,999 "
3001,20176133,N,RESI,Active,Mandatory,2015,Quarterly,Less Than .5 Acre (not Zero),$250 ,Residential,,"$500,000 ",,"$500,000 ",,,10/15/2022,4,Viridian Village 1c 2,"2,274",3,3,2/0/2,0.082,No,1226 Lace Bark  Way ,Arlington,32.79622,-97.086335,"$500,000 "
3001,20176180,,RESI,Active,Mandatory,2017,Semi-Annual,Less Than .5 Acre (not Zero),$195 ,Residential,,"$500,000 ",,"$500,000 ",,,10/4/2022,15,Lawson Farms Ph 2a,"2,778",4,3,2/0/2,0.26,No,453 Lake Park  Drive ,Midlothian,32.449424,-96.990716,"$500,000 "
3001,20177021,,RESI,Active,None,1998,,1 to < 3 Acres,,Residential,,"$500,000 ",,"$500,000 ",,,10/2/2022,17,Woody Creek Estates,"2,486",4,2,2/4/2006,1.93,No,108 Woody Creek  Drive ,Springtown,32.917414,-97.694042,"$500,000 "
3001,20178104,,RESI,Active,Mandatory,1998,Annually,Less Than .5 Acre (not Zero),$125 ,Residential,,"$500,000 ",,"$500,000 ",,,10/7/2022,12,Shell Beach,"2,257",4,2,2/0/2,0.365,No,1326 Stillwater Cove  Drive ,Little Elm,33.147044,-96.949722,"$500,000 "
3001,20178437,,RESI,Active,Mandatory,2002,Semi-Annual,Less Than .5 Acre (not Zero),$209 ,Residential,,"$500,000 ",,"$500,000 ",,,10/6/2022,13,Village Of Oak Park,"2,130",4,2,2/0/2,0.14,Yes,2008 Oak Hollow  Drive ,Bedford,32.842647,-97.102821,"$500,000 "
3001,20178765,$,RESI,Active,Mandatory,2023,Annually,.5 to < 1 Acre,$250 ,Residential,,"$539,990 ",,"$500,000 ",,,10/4/2022,15,Coyote Crossing,"2,314",3,2,2/0/2,0.56,No,12521 Panther Creek  Drive ,Godley,32.483562,-97.522385,"$500,000 "
3001,20178961,,RESI,Active,Mandatory,2013,Semi-Annual,Less Than .5 Acre (not Zero),$319 ,Residential,,"$500,000 ",,"$500,000 ",,,10/6/2022,13,Village Park Ph 2c,"2,361",4,2,2/0/2,0.145,No,5816 Cranbrook  Lane ,McKinney,33.15081,-96.69264,"$500,000 "
3001,20179858,,RESI,Active,None,1984,,Less Than .5 Acre (not Zero),,Residential,,"$500,000 ",,"$500,000 ",,,10/5/2022,13,Parkview Estates,"2,956",4,3,2/0/2,0.388,Yes,4527 Parkridge  Circle ,Sachse,32.980969,-96.579927,"$500,000 "
3001,20180335,,RESI,Active,Mandatory,1992,Annually,Less Than .5 Acre (not Zero),$150 ,Residential,,"$500,000 ",,"$500,000 ",,,10/6/2022,13,Oak Creek Estates Ph I Carrol,"3,994",4,4,2/0/2,0.197,No,3808 Maywood  Drive ,Carrollton,33.015943,-96.855066,"$500,000 "
3001,20180915,,RESI,Active,None,1960,,1 to < 3 Acres,,Residential,,"$500,000 ",,"$500,000 ",,,10/6/2022,9,Th Living,"2,117",4,3,2/0/2,1.512,No,4918 Farris  Road ,Denton,33.256964,-97.087246,"$500,000 "
3001,20181364,,RESI,Active,Mandatory,2019,Annually,Less Than .5 Acre (not Zero),$400 ,Residential,,"$500,000 ",,"$500,000 ",,,10/7/2022,7,Estates-North Grv-Ph 1,"2,622",4,3,2/0/2,0.248,No,1525 Pierce  Street ,Waxahachie,32.426665,-96.821386,"$500,000 "
3001,20181567,N,RESI,Active,Mandatory,2020,Monthly,Less Than .5 Acre (not Zero),$92 ,Residential,,"$500,000 ",,"$500,000 ",,,10/13/2022,6,Harvest Meadows Ph 4,"2,599",5,4,2/0/2,0.132,No,1925 Quail  Lane ,Northlake,33.110737,-97.240039,"$500,000 "
3001,20181781,N,RESI,Active,Mandatory,2020,Annually,Less Than .5 Acre (not Zero),$400 ,Residential,,"$500,000 ",,"$500,000 ",,,10/14/2022,5,Arcadia Farms Ph 9,"2,339",4,3,3/0/3,0.154,No,790 Bayberry  Lane ,Princeton,33.17009,-96.512529,"$500,000 "
3001,20182724,N,RESI,Active,None,1963,,Less Than .5 Acre (not Zero),,Residential,,"$500,000 ",,"$500,000 ",,,10/13/2022,1,Buckner Terrace 05 Sec 03 Inst,"1,860",3,3,2/0/2,0.204,No,8434 Bocowood  Drive ,Dallas,32.80292,-96.697834,"$500,000 "
3001,20182819,,RESI,Active,None,1950,,10 to < 50 Acres,,Residential,,"$500,000 ",,"$500,000 ",,,10/10/2022,7,none,"1,650",3,2,0/2/2,20,No,607 County Road 2918 ,Mineola,32.712266,-95.568311,"$500,000 "
